flores_lang	goldfish_used	goldfish_5mb	goldfish_10mb	goldfish_100mb	goldfish_full	goldfish_1000mb	ngram1	ngram2	data_category	xglm4b5	xglm7b5	mala500	bloom7b1	in_mala500	in_xglm4b5	in_xglm7b5	in_bloom7b1
ron_latn	ron_latn	136.6201042	127.4455569	91.27267559		75.67795663	161.8496825	118.4549916	1000mb	62.7800128	151.2402063	70.3895907	135.9727273	TRUE	TRUE	FALSE	FALSE
run_latn	run_latn	148.1989045	139.3339874		112.799138		178.5913714	135.6377492	10mb	229.4972946	226.8595739	127.9085583	152.9616403	TRUE	FALSE	FALSE	TRUE
rus_cyrl	rus_cyrl	138.5979523	129.1547236	90.88573791		73.58629313	162.5739933	117.1303747	1000mb	58.22146594	57.38271946	65.17746838	110.9548233	TRUE	TRUE	TRUE	FALSE
sag_latn	sag_latn	170.3795731	165.3049247		162.7014375		184.4996144	167.8822762	10mb	182.488637	171.7694532	150.487733	196.6401172	TRUE	FALSE	FALSE	FALSE
san_deva	san_deva	163.4886074	156.4828682	135.7194405	134.361534		182.000582	156.9072977	100mb	167.115884	188.7082978	140.171165	167.3349239	TRUE	TRUE	FALSE	FALSE
sat_olck	sat_olck	153.7601086			148.0333501		173.4716406	156.2608524	5mb	217.9147625	217.3505961	124.1089729	298.9892951	TRUE	FALSE	FALSE	FALSE
scn_latn	scn_latn	166.9121622	156.3034144	125.488958	124.3714526		192.4077882	157.1293084	100mb	172.5997193	187.74379	108.904497	175.5290715	TRUE	FALSE	FALSE	FALSE
shn_mymr	shn_mymr	175.305041	167.6353272		162.5203056		193.8404303	182.3292347	10mb	253.1052127	475.5282659	341.8806644	373.3836892	FALSE	FALSE	FALSE	FALSE
sin_sinh	sin_sinh	130.9341848	123.4404393	95.29273727		83.1870515	161.7043073	114.1975109	1000mb	97.90784181	304.9831801	106.8195214	235.4717825	TRUE	TRUE	FALSE	FALSE
slk_latn	slk_latn	133.6133862	124.8112769	88.55982393		72.21852991	155.0772978	113.0983788	1000mb	63.60402358	181.8390534	78.82145606	157.2535236	TRUE	TRUE	FALSE	FALSE
slv_latn	slv_latn	130.437991	121.6361881	87.02487218		71.39868513	149.1836227	111.0487216	1000mb	64.98737967	176.0703339	75.61736799	147.8140757	TRUE	TRUE	FALSE	FALSE
smo_latn	smo_latn	141.1984867	131.6429841	108.9272613	103.20381		185.9437929	142.22178	100mb	197.3486111	213.3794218	120.1450216	214.5469598	TRUE	FALSE	FALSE	FALSE
sna_latn	sna_latn	139.0795104	130.9761174	105.1501976	93.53195135		166.5174309	123.0812417	100mb	228.5613883	225.7380409	125.185625	180.8169409	TRUE	FALSE	FALSE	TRUE
snd_arab	snd_arab	125.4519355	119.4556417	98.27883435	91.03592274		154.8010629	116.6882585	100mb	150.3694764	257.3487277	117.3623717	212.7433047	TRUE	TRUE	FALSE	FALSE
som_latn	som_latn	151.4581912	142.9119728	117.666022		104.719904	174.7184468	138.9151473	1000mb	125.4022609	245.5043213	135.2438473	229.1756625	TRUE	TRUE	FALSE	FALSE
sot_latn	sot_latn	152.2335161	140.2203909	108.259813	99.85292258		179.9902229	142.3447124	100mb	171.8644444	235.4606537	122.3034306	192.7621855	TRUE	FALSE	FALSE	TRUE
spa_latn	spa_latn	133.4388245	124.3219486	92.21059757		77.45213198	156.1891658	116.8131983	1000mb	63.10270465	61.90765615	66.70832034	59.82007001	TRUE	TRUE	TRUE	TRUE
srd_latn	srd_latn	140.021621	130.8024316		116.7512631		173.3670083	135.2635635	10mb	202.6120868	200.6059929	106.3851273	191.625594	TRUE	FALSE	FALSE	FALSE
srp_cyrl	srp_cyrl	136.3513139	127.1883174	93.73491166		76.66093087	155.1380058	116.3232852	1000mb	72.32532148	175.0175803	71.85946536	149.0728903	TRUE	TRUE	FALSE	FALSE
ssw_latn	ssw_latn	145.3984141	136.8789597		124.5123738		171.8804399	143.3061117	10mb	186.6143663	232.8978056	133.781333	220.2582978	TRUE	TRUE	FALSE	FALSE
sun_latn	sun_latn	129.8010883	122.3530148	101.2063863	91.07156453		145.3295062	116.8049987	100mb	109.3992623	167.7582627	98.89707151	162.373236	TRUE	TRUE	FALSE	FALSE
swe_latn	swe_latn	128.7337556	121.1945188	89.42290595		73.7560523	143.8844722	109.9501766	1000mb	62.27059564	106.3365053	65.89586316	126.7284133	TRUE	TRUE	FALSE	FALSE
swh_latn	swa_latn	120.4648743	112.7387627	89.94892898		79.45394249	140.9189315	109.3118197	1000mb	89.60299614	76.81328826	95.63174457	98.21806616	TRUE	TRUE	TRUE	TRUE
szl_latn	szl_latn	166.4250261	154.7350658		131.7941297		190.3645253	157.7022167	10mb	184.6117545	229.4074032	122.6766609	208.1383302	TRUE	FALSE	FALSE	FALSE
tam_taml	tam_taml	125.9192389	119.2901974	92.0468121		79.87435972	145.4820258	107.6392401	1000mb	88.39633263	78.38977726	95.70089013	79.08982573	TRUE	TRUE	TRUE	TRUE
taq_latn	kab_latn	271.1499625	263.3286159		241.8162627		277.4764141	267.8248208	5mb	216.9727482	231.5560995	225.9773099	222.0713326	FALSE	FALSE	FALSE	FALSE
taq_tfng	None								5mb	301.7546221	289.9756977	396.2368006	261.5910976	FALSE	FALSE	FALSE	FALSE
tat_cyrl	tat_cyrl	122.9641423	116.4018899	89.35570806		76.66503505	146.5588259	107.1967492	1000mb	222.349142	227.307717	88.81533448	192.8254047	TRUE	FALSE	FALSE	FALSE
tel_telu	tel_telu	123.5485824	116.7931697	92.3598325		80.76177622	141.513461	106.7924791	1000mb	89.99080329	77.69892114	95.52293337	88.5176654	TRUE	TRUE	TRUE	TRUE
tgk_cyrl	tgk_cyrl	128.0838822	120.5236011	91.24437514		79.61345858	154.8343402	113.9861441	1000mb	267.5600755	281.1862262	100.8867155	213.4531846	TRUE	FALSE	FALSE	FALSE
tgl_latn	tgl_latn	138.5849798	129.1289309	99.96534301		86.11169027	164.8914627	123.0384122	1000mb	91.12801331	168.8569647	89.23385974	162.7622272	TRUE	TRUE	FALSE	FALSE
tha_thai	tha_thai	122.3052184	116.0299404	88.43045823		73.8352193	133.3853894	102.8153981	1000mb	71.03218603	64.31298324	87.0397877	177.2577464	TRUE	TRUE	TRUE	FALSE
tir_ethi	tir_ethi	149.0840107	142.3952511	113.864603	107.0961374		162.2385563	134.7667689	100mb	142.2180744	300.0760949	133.0780335	258.623448	TRUE	TRUE	FALSE	FALSE
tpi_latn	tpi_latn	160.0460467	151.1652313		141.9104202		190.6527343	164.606399	10mb	218.2748423	212.3855943	109.1233813	197.374325	TRUE	FALSE	FALSE	FALSE
tsn_latn	tsn_latn	149.4159512	139.7599088	112.0123971	111.7527334		186.3582212	143.3473016	100mb	184.894935	240.0687299	127.4679624	186.9455779	TRUE	TRUE	FALSE	TRUE
tso_latn	tso_latn	137.6375131	129.4790741		111.9259565		174.0757467	133.2990071	10mb	236.1317987	239.8563572	130.5044399	205.3639473	TRUE	FALSE	FALSE	TRUE
tuk_latn	tuk_latn	117.6997525	110.3343494	85.16553994	81.23312682		146.5166739	107.9818597	100mb	239.2822414	256.0700572	114.9274131	198.9019773	TRUE	FALSE	FALSE	FALSE
tum_latn	tum_latn	162.1554145	152.212917		132.6336023		192.6955075	154.1703593	10mb	232.9982528	187.1607168	141.8056858	237.4208344	TRUE	FALSE	FALSE	TRUE
tur_latn	tur_latn	120.7268833	113.6830922	83.94558051		69.75311529	140.1221516	100.5151192	1000mb	64.43613259	61.13297263	86.25807324	130.1132922	TRUE	TRUE	TRUE	FALSE
twi_latn	twi_latn	154.4451085	147.6605907		131.5110113		182.1337493	148.424087	10mb	211.4204881	216.8907673	128.2997846	174.6277392	TRUE	FALSE	FALSE	TRUE
tzm_tfng	None								5mb	206.7703969	206.419899	332.149398	243.5947554	FALSE	FALSE	FALSE	FALSE
uig_arab	uig_arab	119.3769925	112.6257972	83.98886718	75.67842863		147.5228103	105.6188605	100mb	317.0873087	367.4578834	105.2093646	206.4597365	TRUE	FALSE	FALSE	FALSE
ukr_cyrl	ukr_cyrl	136.4643168	128.0739058	92.60690369		76.59563261	159.150094	116.0723882	1000mb	64.77422581	129.7309485	72.18847001	145.7228564	TRUE	TRUE	FALSE	FALSE
umb_latn	umb_latn	206.8142059	196.1677737		182.3428194		222.5834404	211.3429695	10mb	199.721227	209.9078502	174.0917256	221.586016	TRUE	FALSE	FALSE	FALSE
urd_arab	urd_arab	129.0180286	122.0497413	95.91283366		83.95798701	159.2883323	117.7409441	1000mb	90.05252878	79.03781862	98.7976076	85.5849544	TRUE	TRUE	TRUE	TRUE
uzn_latn	uzb_latn	119.0814469	109.6956012	81.92903378		71.09086982	155.485341	107.2570433	1000mb	112.0931768	243.8804053	96.66870439	217.1760136	TRUE	TRUE	FALSE	FALSE
vec_latn	vec_latn	162.998278	154.080394	119.488396	114.8792		182.5015336	147.9888229	100mb	161.7096338	155.4369948	108.8655244	160.5055386	TRUE	FALSE	FALSE	FALSE
vie_latn	vie_latn	131.2109301	124.4940795	91.66596883		77.65648739	170.1248755	120.0793872	1000mb	68.05662452	64.88545425	74.3635369	61.00034677	TRUE	TRUE	TRUE	TRUE
war_latn	war_latn	167.6204939	155.4320435	122.8729074	118.0177389		204.1087941	153.8472922	100mb	161.4159131	203.7327736	132.1694815	174.1823708	TRUE	FALSE	FALSE	FALSE
wol_latn	wol_latn	160.3660985	152.9673594		141.1206277		186.1275473	158.7643756	10mb	202.7247212	225.2311991	161.9568716	167.9474944	TRUE	TRUE	FALSE	TRUE
xho_latn	xho_latn	138.1267948	129.3648645	103.0283502	93.67565465		160.3400433	121.3861601	100mb	144.0617405	216.5496808	122.424421	155.7623046	TRUE	TRUE	FALSE	TRUE
ydd_hebr	yid_hebr	163.2587711	152.4944985	121.4163119	109.8969186		178.5989931	144.6251643	100mb	260.5310634	286.4900219	128.8046229	210.2752984	TRUE	FALSE	FALSE	FALSE
yor_latn	yor_latn	173.283857	163.0516351	135.154475	123.2372234		228.9511738	167.2976261	100mb	174.3310407	246.0510304	148.672831	154.4520025	TRUE	TRUE	FALSE	TRUE
yue_hant	zho_hant	135.6251659	127.8663797	95.94036439	90.03097913		144.3200406	121.487704	100mb	70.31403041	86.41384792	69.7637789	61.81134517	TRUE	FALSE	FALSE	TRUE
zho_hans	zho_hans	140.9724778	134.4798088	97.13834981		78.92169542	151.2268775	121.8151063	1000mb	66.33811734	65.41963227	70.09006132	59.07622482	TRUE	TRUE	TRUE	TRUE
zho_hant	zho_hant	140.1658203	132.5594318	99.82401562	93.56429079		149.3546798	125.4057051	100mb	72.53151119	89.35763678	75.39556852	63.06315192	FALSE	FALSE	FALSE	TRUE
zsm_latn	msa_latn	113.8291604	106.1565215	83.3638366		73.24910543	131.3813569	100.4507905	1000mb	67.03124639	83.83871938	72.89846735	76.21979609	TRUE	TRUE	FALSE	FALSE
zul_latn	zul_latn	134.7549589	126.693385	99.58974906	87.89921203		161.2099994	118.3952861	100mb	135.4727932	218.3265033	115.4688085	186.4696117	TRUE	TRUE	FALSE	TRUE
